Attrition_Flag,Customer_Age,Gender,Dependent_count,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Avg_Open_To_Buy,Avg_Utilization_Ratio,Attrition E,Gender E
Existing Customer,43,F,4,34,5,3,3,11250,0.12,0,1
Existing Customer,48,M,3,38,5,2,3,14763,0.127,0,0
Existing Customer,45,F,2,35,6,3,3,723,0.777,0,1
Existing Customer,30,F,0,17,4,1,3,4704,0,0,1
Existing Customer,41,F,5,32,6,1,2,13562,0.095,0,1
Existing Customer,51,M,1,34,4,3,3,1991,0.44,0,0
Existing Customer,46,M,3,42,3,3,4,8289,0.102,0,0
Existing Customer,50,M,1,40,3,3,2,6465,0.141,0,0
Existing Customer,31,F,0,21,5,2,2,1677,0,0,1
Existing Customer,48,M,1,40,6,2,2,689,0.703,0,0
Existing Customer,39,F,1,29,6,2,5,1130,0.585,0,1
Existing Customer,50,F,2,39,3,3,2,2046,0,0,1
Existing Customer,47,M,4,37,5,2,4,34516,0,0,0
Existing Customer,53,M,3,42,6,3,3,16983,0.084,0,0
Existing Customer,45,M,4,36,5,3,4,4112,0,0,0
Existing Customer,46,M,4,34,4,1,2,34516,0,0,0
Existing Customer,34,M,2,22,4,3,3,33253,0.037,0,0
Existing Customer,39,M,1,28,3,3,4,2169,0.537,0,0
Existing Customer,62,M,0,48,4,1,2,1438.3,0,0,0
Existing Customer,53,F,3,36,4,3,2,1807,0.572,0,1
Existing Customer,51,M,3,32,3,1,4,7133,0,0,0
Existing Customer,34,F,1,22,6,1,0,8396,0.181,0,1
Existing Customer,44,F,2,25,4,3,2,4210,0,0,1
Existing Customer,49,M,3,42,5,3,2,10808,0.144,0,0
Existing Customer,26,M,0,36,6,1,3,18567,0.119,0,0
Attrited Customer,56,F,2,52,3,5,1,1461,0.599,1,1
Existing Customer,52,M,1,36,4,3,5,30354,0.05,0,0
Attrited Customer,65,F,0,56,3,6,3,5417,0.081,1,1
Existing Customer,65,F,1,54,4,2,2,2209,0,0,1
Existing Customer,35,M,1,26,3,2,3,21932,0.065,0,0
Existing Customer,48,M,3,30,4,2,3,3492,0.165,0,0
Existing Customer,53,F,1,39,3,3,2,2703,0.452,0,1
Existing Customer,38,M,3,18,6,3,4,1668,0.512,0,0
Existing Customer,50,F,1,45,4,2,4,2820,0.411,0,1
Existing Customer,46,M,3,33,5,2,2,12685,0,0,0
Existing Customer,48,M,3,35,3,3,3,21374,0,0,0
Existing Customer,36,M,2,28,4,3,2,694,0.637,0,0
Existing Customer,41,F,2,35,6,3,2,8666,0,0,1
Existing Customer,60,M,0,54,4,1,0,258,0.906,0,0
Attrited Customer,49,F,2,41,5,3,4,5984,0,1,1
Existing Customer,45,F,4,36,6,3,3,21903,0.048,0,1
Existing Customer,36,M,2,25,5,3,2,1438.3,0,0,0
Existing Customer,49,M,3,36,3,3,5,1159,0.611,0,0
Existing Customer,43,M,3,36,3,1,3,34516,0,0,0
Existing Customer,58,M,1,53,5,2,5,1438.3,0,0,0
Existing Customer,46,M,0,36,3,1,4,16099,0,0,0
Existing Customer,50,M,2,36,4,2,1,18408,0.061,0,0
Existing Customer,43,M,4,25,3,2,4,11444,0.133,0,0
Existing Customer,57,F,3,36,3,1,3,6676,0.184,0,1
Existing Customer,30,M,1,13,3,6,5,641,0.754,0,0
Existing Customer,48,F,2,37,4,2,3,5758,0,0,1
Existing Customer,51,M,2,36,4,2,5,25291,0.022,0,0
Existing Customer,46,M,2,37,6,1,1,1038,0.615,0,0
Existing Customer,46,M,3,32,4,2,5,19364,0.072,0,0
Existing Customer,45,M,4,30,6,3,3,843,0.554,0,0
Existing Customer,52,M,3,33,3,3,4,26733,0.037,0,0
Existing Customer,48,M,5,38,6,2,2,33859,0.019,0,0
Existing Customer,47,M,3,37,3,1,5,22063,0.102,0,0
Attrited Customer,49,M,2,38,3,2,4,29893,0,1,0
Existing Customer,43,M,1,33,5,1,5,20430,0.035,0,0
Existing Customer,47,F,4,33,3,2,1,8587,0.061,0,1
Existing Customer,55,M,2,46,4,1,1,9090,0.172,0,0
Existing Customer,41,F,5,33,3,1,2,5668,0.131,0,1
Existing Customer,44,M,5,36,3,2,2,1045,0.583,0,0
Existing Customer,35,F,2,36,3,1,3,2664,0,0,1
Existing Customer,40,F,2,28,5,5,2,13876,0.075,0,1
Existing Customer,32,F,1,13,4,1,2,9384,0.092,0,1
Existing Customer,50,M,4,36,5,1,4,8588,0.16,0,0
Attrited Customer,38,M,3,34,6,3,4,10229,0.151,1,0
Existing Customer,39,M,2,22,5,2,2,26124,0,0,0
Existing Customer,48,F,3,31,6,2,2,9816,0,0,1
Existing Customer,52,F,2,40,4,3,3,404,0.855,0,1
Existing Customer,49,M,3,36,5,2,3,15942,0,0,0
Existing Customer,46,F,3,39,4,3,2,10962,0.103,0,1
Existing Customer,38,F,4,26,4,2,4,2600,0.35,0,1
Existing Customer,60,M,0,53,6,3,2,33128,0.04,0,0
Existing Customer,48,M,2,36,3,2,4,8532,0.166,0,0
Existing Customer,45,F,2,34,3,3,1,2643,0.38,0,1
Existing Customer,47,M,2,36,3,2,2,13867,0,0,0
Existing Customer,43,M,2,34,4,1,2,2243,0,0,0
Existing Customer,41,F,2,36,6,1,3,9864,0.122,0,1
Existing Customer,53,M,2,45,5,1,2,21740,0.036,0,0
Existing Customer,50,M,5,36,5,2,4,33625,0.026,0,0
Existing Customer,56,M,2,36,4,2,3,22461,0.045,0,0
Existing Customer,63,F,0,55,6,2,2,218,0.868,0,1
Existing Customer,53,F,1,41,6,2,2,7897,0.092,0,1
Existing Customer,35,F,2,30,3,3,1,3356,0.262,0,1
Existing Customer,51,M,2,33,3,1,2,3558,0,0,0
Attrited Customer,51,F,1,37,1,3,4,7176,0,1,1
Existing Customer,44,M,3,38,3,3,1,33859,0.019,0,0
Existing Customer,38,M,3,25,3,3,4,18293,0,0,0
Existing Customer,40,F,2,23,6,2,1,16956,0.075,0,1
Existing Customer,48,M,2,43,5,3,2,4947,0.225,0,0
Existing Customer,42,F,3,31,5,2,3,10924,0.187,0,1
Existing Customer,50,M,2,43,3,1,3,20114,0,0,0
Existing Customer,54,F,2,43,3,2,1,632,0.687,0,1
Existing Customer,38,M,3,33,6,1,2,32723,0.052,0,0
Attrited Customer,55,M,5,47,3,1,4,1438.3,0,1,0
Attrited Customer,46,M,4,36,1,3,2,8017,0,1,0
Existing Customer,49,F,1,36,3,1,2,8519,0,0,1
Existing Customer,38,M,3,33,6,2,2,32381,0.062,0,0
Existing Customer,50,M,0,39,6,3,3,8453,0.108,0,0
Existing Customer,40,F,3,27,5,3,4,5763,0.125,0,1
Existing Customer,32,M,1,36,4,2,2,2999,0,0,0
Existing Customer,49,M,3,32,3,1,4,5682,0.206,0,0
Existing Customer,53,M,2,43,4,2,4,2642,0.346,0,0
Existing Customer,57,M,3,46,6,2,3,2999,0.456,0,0
Existing Customer,64,F,0,54,3,1,2,4888,0.124,0,1
Existing Customer,34,M,3,24,6,3,3,7128,0.174,0,0
Existing Customer,43,M,2,33,5,3,1,28769,0.045,0,0
Existing Customer,42,F,3,36,4,2,1,7624,0.22,0,1
Existing Customer,48,M,3,38,4,2,5,20912,0,0,0
Existing Customer,49,M,3,45,3,2,2,13650,0.071,0,0
Existing Customer,57,M,3,36,6,3,2,10350,0,0,0
Existing Customer,44,M,4,36,5,2,3,11346,0,0,0
Existing Customer,63,F,2,55,4,1,3,14642,0.084,0,1
Existing Customer,43,M,3,30,3,2,4,19711,0,0,0
Existing Customer,33,M,4,25,4,1,1,6721,0.223,0,0
Existing Customer,55,M,2,36,5,1,1,33200,0.038,0,0
Existing Customer,50,M,2,36,6,1,2,8394,0.139,0,0
Existing Customer,49,F,3,36,3,1,2,394,0.839,0,1
Attrited Customer,48,M,3,35,2,2,6,34516,0,1,0
Existing Customer,47,F,3,40,4,2,4,2574,0.395,0,1
Existing Customer,35,F,4,24,4,2,2,1904,0.418,0,1
Existing Customer,31,F,0,20,3,3,2,2756,0.208,0,1
Existing Customer,50,M,3,40,3,1,4,10848,0.185,0,0
Existing Customer,38,M,3,31,6,1,2,13637,0,0,0
Existing Customer,39,M,3,29,4,2,3,5705,0.153,0,0
Existing Customer,52,F,3,45,3,3,0,1363,0.5,0,1
Existing Customer,49,F,4,41,5,1,2,5606,0.103,0,1
Existing Customer,49,M,4,33,5,1,3,2772,0.241,0,0
Existing Customer,44,M,3,36,4,3,1,21551,0.06,0,0
Existing Customer,36,M,1,20,3,2,2,34516,0,0,0
Existing Customer,44,M,3,38,3,1,4,2416,0.424,0,0
Existing Customer,44,M,3,39,6,2,2,7532,0,0,0
Existing Customer,35,M,5,28,4,2,3,2883,0.371,0,0
Attrited Customer,45,M,4,36,5,3,4,10085,0.177,1,0
Existing Customer,56,M,4,41,6,1,4,15854,0.107,0,0
Existing Customer,37,F,1,19,4,3,3,10486,0.163,0,1
Existing Customer,48,F,3,38,6,1,3,2097,0.408,0,1
Existing Customer,43,F,3,33,6,3,4,14622,0,0,1
Existing Customer,45,M,3,38,3,1,2,23973,0,0,0
Existing Customer,54,M,3,38,4,2,1,27890,0.045,0,0
Existing Customer,46,M,2,41,3,3,2,10077,0,0,0
Existing Customer,44,F,4,36,5,2,4,6892,0.205,0,1
Existing Customer,44,M,3,31,4,3,4,12113,0.059,0,0
Existing Customer,38,M,2,30,3,2,4,2346,0,0,0
Existing Customer,55,F,2,43,4,2,4,9919,0,0,1
Existing Customer,50,M,3,33,4,1,4,17087,0,0,0
Attrited Customer,42,F,3,36,2,3,3,2988,0.457,1,1
Existing Customer,49,F,3,36,4,1,3,1902,0,0,1
Existing Customer,31,F,0,22,3,1,1,1790,0.579,0,1
Existing Customer,51,M,2,39,6,1,3,7968,0.191,0,0
Existing Customer,47,F,4,31,5,3,4,6723,0.128,0,1
Existing Customer,30,F,0,19,3,1,4,696,0.783,0,1
Existing Customer,46,M,2,37,3,2,4,1666,0.468,0,0
Existing Customer,45,F,3,33,3,3,2,7889,0.209,0,1
Existing Customer,53,F,2,41,5,1,3,4266,0.246,0,1
Attrited Customer,62,M,0,42,3,4,4,17161,0,1,0
Existing Customer,65,F,1,36,5,1,2,3887,0.225,0,1
Existing Customer,44,F,3,38,4,3,3,10411,0.093,0,1
Existing Customer,51,M,3,36,6,1,4,6480,0.182,0,0
Existing Customer,28,F,0,20,6,3,3,11143,0.129,0,1
Existing Customer,49,M,2,42,4,2,2,4834,0,0,0
Existing Customer,44,F,3,31,6,2,5,750.3,0.478,0,1
Existing Customer,55,M,3,36,5,3,3,11109,0.142,0,0
Attrited Customer,49,M,4,36,1,4,5,4178,0.262,1,0
Existing Customer,34,F,2,24,4,1,0,2799,0,0,1
Existing Customer,50,M,2,38,3,3,1,4715,0.218,0,0
Existing Customer,42,M,2,35,5,3,1,5420,0.2,0,0
Existing Customer,53,F,1,36,5,1,1,14006,0.081,0,1
Existing Customer,53,M,3,45,4,1,0,15583,0,0,0
Existing Customer,32,M,1,26,3,2,3,822,0.681,0,0
Existing Customer,48,M,1,37,6,3,5,24180,0.043,0,0
Existing Customer,35,M,4,22,3,3,3,7998,0.082,0,0
Existing Customer,45,M,4,36,4,2,3,1438.3,0,0,0
Existing Customer,45,M,5,35,4,2,1,31454,0.068,0,0
Existing Customer,53,F,2,37,5,3,4,7282,0,0,1
Existing Customer,42,M,4,32,6,3,5,6547,0.098,0,0
Existing Customer,43,F,3,30,6,1,4,11088,0.144,0,1
Existing Customer,55,F,2,43,6,1,5,3759,0.298,0,1
Existing Customer,38,M,0,33,5,4,4,10181,0.133,0,0
Existing Customer,39,F,4,36,5,3,1,953,0.635,0,1
Existing Customer,51,F,1,37,4,3,1,11167,0,0,1
Existing Customer,44,M,3,36,4,2,5,19462,0.068,0,0
Existing Customer,42,M,2,37,5,2,2,33286,0.036,0,0
Existing Customer,63,F,1,56,5,3,2,1027,0.666,0,1
Existing Customer,39,M,2,34,5,1,4,2267,0,0,0
Existing Customer,52,M,2,44,4,2,2,4100,0.38,0,0
Existing Customer,57,F,2,50,5,3,5,3276,0,0,1
Existing Customer,36,M,0,24,3,3,2,7958,0.212,0,0
Existing Customer,42,F,3,36,6,2,1,5743,0.305,0,1
Existing Customer,52,M,4,33,5,2,1,4902,0.151,0,0
Existing Customer,40,F,4,36,5,3,3,523.3,0.636,0,1
Existing Customer,40,F,3,33,5,3,1,5205,0.278,0,1
Attrited Customer,38,M,1,16,3,1,4,1868,0.113,1,0
Existing Customer,44,M,3,34,4,2,5,21158,0,0,0
Existing Customer,43,M,3,36,3,2,2,21774,0.049,0,0
Existing Customer,45,M,2,33,4,3,4,339,0.872,0,0
Existing Customer,34,F,4,29,6,2,2,30029,0.022,0,1
Existing Customer,49,M,1,40,5,3,1,34516,0,0,0
Existing Customer,53,F,1,36,3,1,3,17054,0,0,1
Attrited Customer,38,M,3,18,5,1,5,16317,0,1,0
Existing Customer,36,M,1,27,3,2,4,2051,0.455,0,0
Existing Customer,48,M,3,35,6,3,4,2173,0,0,0
Existing Customer,53,F,1,41,3,3,2,14170,0.106,0,1
Attrited Customer,49,F,1,39,2,3,3,5544,0.312,1,1
Existing Customer,37,M,2,32,6,1,1,34516,0,0,0
Existing Customer,44,M,4,36,3,2,3,19430,0,0,0
Existing Customer,42,F,1,22,4,2,2,18142,0.051,0,1
Existing Customer,48,M,0,36,3,1,0,191,0.929,0,0
Existing Customer,60,F,1,51,3,3,4,22419,0.049,0,1
Existing Customer,49,F,2,35,4,3,2,408,0.839,0,1
Existing Customer,37,M,2,29,3,2,3,7312,0.256,0,0
Existing Customer,57,F,3,51,5,4,5,5537,0.234,0,1
Existing Customer,59,F,1,49,6,5,4,4072,0,0,1
Existing Customer,46,F,3,28,4,1,5,19868,0.082,0,1
Existing Customer,39,F,3,36,4,3,4,1438.3,0,0,1
Existing Customer,40,M,3,26,3,3,1,12052,0.142,0,0
Existing Customer,49,M,4,32,5,2,3,24513,0.043,0,0
Attrited Customer,53,M,4,48,3,3,4,34238,0.008,1,0
Existing Customer,59,F,0,45,6,3,3,20133,0.057,0,1
Attrited Customer,63,M,0,48,5,3,1,1856,0,1,0
Existing Customer,36,M,3,28,5,3,2,1438.3,0,0,0
Existing Customer,64,M,1,56,3,1,5,2586,0,0,0
Existing Customer,39,M,2,21,5,3,3,2009,0.388,0,0
Existing Customer,50,F,1,42,6,1,2,5115,0.281,0,1
Existing Customer,38,F,3,36,5,3,3,12372,0.064,0,1
Existing Customer,45,M,3,39,3,2,3,5131,0.144,0,0
Attrited Customer,47,M,4,34,2,3,6,6906,0.239,1,0
Existing Customer,54,F,2,45,5,3,5,6098,0.194,0,1
Existing Customer,40,F,1,32,4,1,5,7095,0.189,0,1
Existing Customer,52,M,2,39,3,3,4,14973,0,0,0
Existing Customer,63,M,0,36,6,3,2,6508,0.084,0,0
Existing Customer,48,F,1,38,3,2,2,21768,0.054,0,1
Existing Customer,46,M,5,39,3,2,3,23228,0.042,0,0
Attrited Customer,52,M,2,43,4,3,3,9100,0.217,1,0
Existing Customer,45,M,2,36,3,2,3,28707,0.057,0,0
Existing Customer,48,M,3,42,3,6,2,5357,0.213,0,0
Existing Customer,59,M,1,48,4,3,2,13144,0.078,0,0
Attrited Customer,47,M,3,42,2,4,5,34516,0,1,0
Existing Customer,55,F,2,36,5,2,3,4827,0.156,0,1
Existing Customer,53,M,5,48,6,1,0,7648,0.196,0,0
Attrited Customer,41,F,3,36,3,2,4,5317,0,1,1
Existing Customer,40,M,3,32,5,1,2,223,0.912,0,0
Existing Customer,52,F,2,44,6,3,3,2971,0,0,1
Existing Customer,59,M,2,49,6,3,2,5934,0.132,0,0
Existing Customer,36,F,2,31,5,3,1,2000,0.334,0,1
Existing Customer,59,M,2,42,3,2,2,15347,0.083,0,0
Existing Customer,41,M,4,29,3,2,2,4573,0,0,0
Existing Customer,38,M,2,22,4,1,2,15410,0,0,0
Existing Customer,44,F,2,25,6,2,3,782,0.763,0,1
Attrited Customer,42,F,2,33,1,2,3,10936,0.187,1,1
Existing Customer,48,F,2,36,4,1,2,4657,0.268,0,1
Existing Customer,57,F,2,49,5,3,1,668,0.751,0,1
Existing Customer,34,M,2,13,6,3,2,2320,0.469,0,0
Existing Customer,50,F,2,36,5,3,2,684,0.603,0,1
Existing Customer,41,M,2,34,6,2,2,577,0.737,0,0
Existing Customer,50,M,4,38,6,3,3,1692,0.405,0,0
Existing Customer,49,M,2,42,3,2,4,19954,0.056,0,0
Attrited Customer,47,M,3,36,1,3,4,3952,0,1,0
Existing Customer,45,F,2,25,4,2,2,1483,0.578,0,1
Existing Customer,47,M,3,35,5,1,2,16063,0.074,0,0
Existing Customer,43,M,3,33,4,1,2,3498,0,0,0
Existing Customer,39,M,2,25,4,1,3,7695,0.156,0,0
Existing Customer,36,M,1,23,6,3,3,19432,0.039,0,0
Attrited Customer,44,M,3,36,2,3,3,14558,0.056,1,0
Existing Customer,47,M,4,36,5,3,1,8332,0.088,0,0
Existing Customer,41,F,1,33,4,2,0,7031,0.127,0,1
Attrited Customer,42,M,3,34,3,2,3,196,0.88,1,0
Existing Customer,48,M,3,41,3,3,4,8739,0,0,0
Attrited Customer,46,M,4,36,3,1,4,1818,0,1,0
Existing Customer,46,F,4,33,3,3,3,23200,0.07,0,1
Existing Customer,46,F,3,38,4,3,3,1979,0.365,0,1
Existing Customer,52,M,2,47,5,2,2,28170,0.051,0,0
Existing Customer,56,M,2,50,4,1,2,6182,0.149,0,0
Attrited Customer,38,F,1,20,2,2,3,1041,0.358,1,1
Existing Customer,41,M,0,31,3,5,2,30955,0.075,0,0
Existing Customer,51,M,3,36,6,3,2,10524,0.086,0,0
Existing Customer,26,F,0,18,3,3,3,11144,0.106,0,1
Existing Customer,51,M,2,37,5,1,4,8511,0,0,0
Existing Customer,41,M,5,28,5,1,4,3395,0.296,0,0
Existing Customer,57,M,2,45,4,1,2,896,0.639,0,0
Existing Customer,44,M,4,32,6,3,4,31999,0.073,0,0
Existing Customer,52,M,1,46,5,2,4,6577,0.235,0,0
Existing Customer,49,M,2,39,6,3,2,5260,0.272,0,0
Existing Customer,52,M,2,39,3,2,3,651,0.6,0,0
Existing Customer,44,F,1,36,3,2,1,15827,0.075,0,1
Existing Customer,63,M,1,56,3,2,4,4895,0.322,0,0
Existing Customer,44,M,3,32,4,1,3,26976,0.05,0,0
Attrited Customer,53,M,4,43,1,3,2,13720,0,1,0
Existing Customer,47,F,3,41,5,3,3,6893,0.087,0,1
Existing Customer,49,M,4,36,4,6,2,435,0.853,0,0
Existing Customer,35,M,3,30,5,3,3,10175,0.094,0,0
Existing Customer,45,M,3,39,3,2,4,6243,0.122,0,0
Existing Customer,45,M,4,38,4,3,3,1017,0.454,0,0
Existing Customer,36,M,2,22,5,3,3,3757,0.167,0,0
Existing Customer,42,M,3,29,3,3,4,1407,0.445,0,0
Existing Customer,46,M,1,30,6,2,2,1219,0.395,0,0
Attrited Customer,49,M,5,44,2,3,4,3893,0,1,0
Existing Customer,50,M,0,29,5,3,2,3496,0.368,0,0
Existing Customer,57,F,3,44,5,3,2,924,0.468,0,1
Existing Customer,46,F,0,36,3,3,2,5174,0.245,0,1
Existing Customer,55,M,2,42,3,2,2,33326,0.034,0,0
Existing Customer,38,M,2,20,6,1,3,9814,0.113,0,0
Existing Customer,35,F,2,36,5,2,4,3717,0.33,0,1
Attrited Customer,48,M,0,41,2,3,4,6773,0.069,1,0
Existing Customer,57,M,3,48,3,3,0,7852,0.167,0,0
Existing Customer,55,M,2,36,5,3,1,667,0.582,0,0
Existing Customer,47,M,2,43,3,2,2,988,0.542,0,0
Existing Customer,37,M,3,28,5,2,3,2069,0.407,0,0
Existing Customer,48,F,5,30,3,2,3,745,0.685,0,1
Existing Customer,49,F,2,36,6,2,3,15704,0,0,1
Existing Customer,49,M,2,36,4,2,5,15736,0.138,0,0
Existing Customer,48,F,4,36,5,3,0,3696,0,0,1
Existing Customer,52,M,1,43,4,3,3,6464,0.261,0,0
Existing Customer,44,F,2,27,4,2,3,4365,0.222,0,1
Existing Customer,41,M,4,28,3,2,3,34516,0,0,0
Existing Customer,51,F,1,42,4,3,3,3236,0,0,1
Existing Customer,45,F,2,36,3,1,3,693,0.747,0,1
Existing Customer,49,F,4,35,5,2,2,5195,0,0,1
Existing Customer,47,M,5,36,5,2,2,32830,0.049,0,0
Existing Customer,44,M,3,35,6,3,1,6327,0,0,0
Existing Customer,42,M,2,36,6,1,2,3342,0.293,0,0
Existing Customer,62,M,1,55,6,1,4,31999,0.073,0,0
Existing Customer,32,M,1,18,5,3,2,3987,0.365,0,0
Existing Customer,43,M,2,36,4,1,4,11074,0.175,0,0
Existing Customer,62,M,1,36,3,1,2,2796,0,0,0
Existing Customer,46,M,2,38,4,3,3,1406,0.428,0,0
Existing Customer,62,F,1,36,3,3,2,5679,0.197,0,1
Existing Customer,42,M,2,31,4,2,3,11406,0.079,0,0
Existing Customer,39,M,4,31,4,3,2,31095,0.035,0,0
Existing Customer,59,M,1,53,4,3,2,634,0.703,0,0
Existing Customer,43,M,2,36,3,3,3,9750,0.101,0,0
Existing Customer,52,M,1,41,6,1,2,764,0.719,0,0
Existing Customer,59,F,2,52,4,2,4,2915,0.185,0,1
Existing Customer,60,M,1,50,4,3,0,8908,0.167,0,0
Existing Customer,48,F,1,38,3,3,2,4668,0,0,1
Existing Customer,40,F,3,36,5,2,4,6772,0,0,1
Existing Customer,55,M,1,42,5,2,4,9490,0.113,0,0
Existing Customer,48,M,3,35,3,3,4,11851,0,0,0
Existing Customer,36,M,2,31,3,3,2,11558,0,0,0
Existing Customer,49,M,3,36,3,2,2,7718,0.192,0,0
Existing Customer,40,M,2,32,4,3,3,29923,0,0,0
Attrited Customer,54,F,3,36,3,3,4,1438.3,0,1,1
Existing Customer,40,M,3,36,4,2,5,33187,0.039,0,0
Existing Customer,63,M,0,56,6,2,2,9033,0,0,0
Attrited Customer,44,F,3,36,2,3,1,1158,0.685,1,1
Existing Customer,44,M,2,38,6,3,3,6992,0.239,0,0
Existing Customer,45,F,4,36,5,1,1,6028,0.239,0,1
Existing Customer,36,F,3,36,6,1,0,4646,0.137,0,1
Existing Customer,45,F,3,39,5,2,4,19966,0.068,0,1
Existing Customer,38,M,3,26,6,1,3,30768,0.064,0,0
Existing Customer,44,F,3,35,5,2,2,1438.3,0,0,1
Existing Customer,35,M,1,24,6,3,2,8506,0.187,0,0
Existing Customer,55,M,2,36,5,2,2,12856,0,0,0
Attrited Customer,61,F,0,56,3,3,4,9721,0,1,1
Attrited Customer,43,F,5,39,2,3,4,3981,0,1,1
Existing Customer,40,F,4,36,6,3,4,7587,0,0,1
Existing Customer,51,F,3,36,6,5,2,1935,0.434,0,1
Existing Customer,48,F,2,40,3,3,4,8012,0,0,1
Attrited Customer,64,M,0,36,3,3,5,1295,0.66,1,0
Existing Customer,49,M,3,36,6,1,3,20094,0.06,0,0
Existing Customer,54,F,1,47,6,3,4,12873,0,0,1
Existing Customer,46,M,3,39,5,3,1,19012,0.06,0,0
Existing Customer,34,F,2,29,3,1,0,4592,0.148,0,1
Existing Customer,46,M,3,34,5,3,4,14696,0.112,0,0
Existing Customer,48,M,3,34,5,1,2,11191,0,0,0
Existing Customer,45,M,3,40,4,1,2,17576,0,0,0
Existing Customer,65,F,1,36,3,2,3,4182,0,0,1
Existing Customer,45,M,0,37,4,5,2,8525,0.17,0,0
Existing Customer,40,F,3,28,3,1,4,449,0.727,0,1
Existing Customer,50,F,1,36,6,3,3,565,0.638,0,1
Existing Customer,40,M,5,30,3,2,2,1659,0,0,0
Existing Customer,38,M,1,27,6,2,2,21598,0.04,0,0
Existing Customer,36,M,0,23,5,2,4,3549,0.343,0,0
Existing Customer,54,F,1,36,6,3,3,3127,0.337,0,1
Existing Customer,50,M,2,40,6,2,2,3969,0.234,0,0
Attrited Customer,50,M,2,38,1,2,3,4451,0.094,1,0
Existing Customer,41,M,4,29,4,2,1,9637,0.207,0,0
Existing Customer,46,M,4,36,3,3,3,3258,0,0,0
Existing Customer,44,F,5,33,4,3,2,13349,0,0,1
Attrited Customer,50,M,4,32,5,3,2,34516,0,1,0
Existing Customer,45,M,4,33,3,5,3,30256,0.038,0,0
Existing Customer,40,F,4,36,6,1,2,1438.3,0,0,1
Existing Customer,46,F,4,36,3,1,4,9570,0.127,0,1
Existing Customer,48,M,2,44,4,3,3,7018,0.212,0,0
Existing Customer,47,M,4,40,4,2,3,240,0.904,0,0
Existing Customer,42,M,3,38,6,1,1,15381,0.045,0,0
Existing Customer,43,F,3,33,3,1,3,32658,0.054,0,1
Existing Customer,49,F,3,44,5,2,1,1528,0.312,0,1
Existing Customer,46,F,4,38,3,2,3,16815,0,0,1
Attrited Customer,41,F,3,35,2,3,5,11538,0,1,1
Attrited Customer,45,M,2,36,2,2,4,9569,0,1,0
Existing Customer,40,M,2,36,6,1,3,2058,0.384,0,0
Existing Customer,40,M,2,28,6,2,3,2482,0.321,0,0
Existing Customer,49,M,2,45,4,2,0,9154,0.132,0,0
Existing Customer,51,M,4,39,5,2,1,32557,0.057,0,0
Existing Customer,43,F,4,36,4,3,4,32623,0.055,0,1
Existing Customer,45,M,2,39,6,3,3,1613,0,0,0
Attrited Customer,38,M,3,26,3,3,2,1438.3,0,1,0
Existing Customer,40,F,2,29,5,3,3,13126,0,0,1
Existing Customer,49,M,4,43,3,2,3,1212,0.369,0,0
Existing Customer,45,F,3,36,3,2,2,14521,0,0,1
Attrited Customer,63,F,0,56,5,6,3,400,0.793,1,1
Existing Customer,43,M,3,39,5,3,5,7471,0.122,0,0
Existing Customer,50,M,1,39,4,1,1,1392,0.425,0,0
Existing Customer,47,F,5,36,5,3,1,686,0.536,0,1
Existing Customer,63,M,1,36,6,1,4,2466,0,0,0
Existing Customer,30,F,2,36,3,1,2,656,0.738,0,1
Existing Customer,41,M,3,30,4,1,3,13602,0,0,0
Existing Customer,38,M,3,34,5,3,2,1777,0.426,0,0
Existing Customer,44,F,2,32,4,2,3,996,0.599,0,1
Existing Customer,50,M,1,39,6,3,4,13354,0.099,0,0
Existing Customer,50,M,3,39,5,3,4,12242,0.114,0,0
Existing Customer,46,F,4,36,6,1,2,1438.3,0,0,1
Existing Customer,51,M,0,43,4,1,2,2595,0.317,0,0
Existing Customer,53,F,1,43,6,3,4,6189,0,0,1
Existing Customer,40,M,4,36,3,2,3,21549,0.061,0,0
Existing Customer,49,F,1,37,5,2,4,2808,0.288,0,1
Existing Customer,54,M,2,43,3,2,2,4601,0.174,0,0
Existing Customer,50,M,1,36,5,2,3,698,0.711,0,0
Existing Customer,45,M,4,36,5,2,3,414,0.789,0,0
Existing Customer,46,F,2,32,4,1,3,6543,0.179,0,1
Existing Customer,51,F,3,44,6,1,3,5718,0.261,0,1
Existing Customer,63,F,0,36,4,3,3,386,0.814,0,1
Attrited Customer,54,F,3,34,2,3,4,4948,0,1,1
Existing Customer,51,M,1,44,4,2,3,4988,0,0,0
Existing Customer,60,M,1,42,4,3,4,28701,0,0,0
Existing Customer,30,M,0,20,3,1,3,4090,0.381,0,0
Existing Customer,44,M,5,39,5,2,0,14437,0.1,0,0
Existing Customer,33,M,3,36,6,3,3,22301,0.077,0,0
Existing Customer,40,F,2,28,5,3,4,15396,0.089,0,1
Existing Customer,52,M,3,48,5,1,2,1438.3,0,0,0
Attrited Customer,39,M,5,36,1,3,3,24024,0.026,1,0
Attrited Customer,51,F,3,38,3,3,3,5026,0,1,1
Existing Customer,51,F,1,41,3,2,2,7923,0.153,0,1
Existing Customer,46,M,2,36,3,3,2,3643,0.262,0,0
Attrited Customer,44,M,3,40,2,2,6,7045,0.259,1,0
Attrited Customer,62,F,0,50,6,3,5,2610,0.111,1,1
Existing Customer,53,M,2,47,6,1,1,22855,0,0,0
